Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
blobs-copy.tif,44,17456,396.727,26.845,255,255,73.339,25.526,18.591,89.181,26.249,122.250,128.523,81.501,19.165
