LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixel),(pixel),(pixel),(pixel),(radians),,(pixel^2),(pixel),,,
ID12545,12545,137,25.0,139.69607843137254,95.45424836601308,0.0,286.0,286,2.849017742606504,1,,190.76,193.0,73.0,255.0,4769.0,48.70171112668082,0.6582361876178101,3.1096281223545827,0.2826998333576685,0.245265378783909,3.990515444112583,2.9206845528975474,0.5790843609041577,1.3662945695911186,25.5,20.30308784984488,0.7773665640282725,1.0,4.020610509872696
ID12795,12795,137,29.0,135.13841807909606,92.87853107344633,0.0,287.0,287,3.064333800750471,1,,205.56666666666666,237.0,100.0,255.0,6167.0,57.05574003782939,0.772666610862537,3.1408589071881727,0.011232851718518922,0.12172618618218346,3.849487667735937,2.823897192617658,0.7623524359925388,1.3631826533201767,29.5,20.964036747836246,0.8434941120789056,0.9833333333333333,3.8597920237491525
ID12883,12883,137,27.0,125.5,85.86601307189544,0.0,288.0,288,2.849017742606504,1,,197.07142857142858,218.0,80.0,255.0,5518.0,55.03394815689177,0.6467119477635993,2.8126535303290687,-0.030263795915248737,0.2699434659065346,4.166748793971113,2.44117290669342,1.004084900815575,1.7068634436120274,25.5,21.384823019828836,0.7007106586072418,0.9622641509433962,4.234825994014909
ID12806,12806,137,26.0,123.99122807017544,85.21345029239767,0.0,289.0,289,3.0119481662601757,1,,195.89285714285714,218.0,83.0,255.0,5485.0,58.26906890910812,0.623134483440813,2.58129594124904,-0.06797565329716969,-0.10512691830851971,3.6395132769888816,2.8810462426722094,0.7317152214600824,1.263260972032571,28.5,20.200104725336033,0.8777027963525901,0.9827586206896551,3.783826295642812
ID12404,12404,138,94.0,180.30926916221034,116.68894830659536,0.0,264.0,264,5.455453634500474,1,,198.63440860215053,218.0,84.0,255.0,18473.0,56.534288354066966,0.5779419102844263,2.5737462420680757,-0.07883990276306317,0.28766859389861565,7.402565930847912,4.414974325589021,0.9150906336920261,1.6766951254830464,93.5,52.917075670080536,0.41959451551873916,0.8165938864628821,5.472553683906715
ID12361,12361,138,86.0,180.1785009861933,115.72879684418146,0.0,265.0,265,5.186249645218625,1,,200.1529411764706,219.0,72.0,255.0,17013.0,53.34691178689614,0.5817445201038026,2.759806612885035,0.18212579519751376,0.1394706169163044,6.785036203522381,4.403229223849828,0.7336923167641106,1.5409227770318288,84.5,49.616512590334764,0.43133440606606416,0.8284313725490197,5.397565001762065
ID12412,12412,138,90.0,179.39009009009007,116.1900900900901,0.0,266.0,266,5.426201661567752,1,,192.19148936170214,213.0,14.0,255.0,18066.0,61.52808198722566,0.6229677071200718,2.3979848058426625,0.2882096026406919,0.451310125817753,7.3370219916919694,4.648364090459555,0.840775856613277,1.5784094896418932,92.5,45.62965800957376,0.5582865552089165,0.8333333333333334,4.744345926577672
ID12435,12435,138,4.0,181.5,109.0,0.0,267.0,267,1.1283791670955126,1,,141.0,158.0,110.0,171.0,564.0,28.319604517012593,0.13328868050904222,1.1711557146478608,2.896233977283016E-16,-2.4376635975465384E-16,2.065917563760425,1.0343340556062017,0.6531539721228321,1.9973407552066276,4.0,8.47213595499958,0.7002998325809342,1.0,4.23606797749979
ID12311,12311,138,3.0,178.2777777777778,109.3888888888889,0.0,268.0,268,0.9772050238058398,1,,111.33333333333333,110.0,108.0,116.0,334.0,4.163331998932265,0.11299606179945465,5.429800124481589,0.7222222222221986,-2.8888888888888946,4.618205515714206,1.0826716097814757,-1.3112232696716353,4.265564437074632,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID12321,12321,138,9.0,182.3148148148148,108.79629629629629,0.0,269.0,269,1.692568750643269,1,,163.66666666666666,167.0,116.0,201.0,1473.0,31.50396800404673,0.40710078013055245,3.00608811218761,0.06453275257675126,0.07193173943871989,2.699676093100728,1.4586262217300796,1.055109375955479,1.8508347463400436,9.0,15.70820393249937,0.45835219100318675,0.6923076923076923,5.23606797749979
ID12626,12626,138,10.0,181.81578947368422,102.92105263157895,0.0,270.0,270,1.738949084575512,1,,119.8,117.0,68.0,186.0,1198.0,29.38934047122074,0.22369765066394276,1.490336268106825,-0.21986470771847733,0.061910305624131697,2.664173296978585,1.6434067133196526,2.53008545998471,1.621128400770009,9.5,18.358485472372255,0.35420914444724577,0.6333333333333333,5.956279206273372
ID12387,12387,138,97.0,179.01388888888889,115.77256944444444,0.0,271.0,271,5.527906391541367,1,,201.6701030927835,233.0,87.0,255.0,19562.0,55.58209424833621,0.6250000354390861,2.7910221096188637,-0.1572096287421223,-0.3647026583835466,8.761458717933465,3.9666800683727,0.6626248327273172,2.2087636428737207,95.99999999999999,53.327194583954636,0.4242126576840768,0.8135593220338981,5.442684006033314
ID12490,12490,138,86.0,178.35714285714286,115.36666666666667,0.0,272.0,272,5.27751030705594,1,,196.8505747126437,221.0,36.0,255.0,17126.0,60.12864672219565,0.6130647403781009,2.4885123131785467,-0.05336869689533581,0.23912758677068185,8.419640918556036,3.6841275049844477,0.8871089276726509,2.285382606102711,87.5,46.331977363198824,0.5122196630008377,0.8454106280193237,4.9530967241387405
ID12650,12650,138,3.0,180.7222222222222,104.3888888888889,0.0,273.0,273,0.9772050238058398,1,,143.33333333333334,150.0,124.0,156.0,430.0,17.009801096230767,0.39117647058823535,4.738800891911797,-0.7222222222221986,-2.8888888888888946,4.618205515714206,1.0826716097814757,1.3112232696716353,4.265564437074632,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID12726,12726,138,2.0,177.83333333333334,108.5,0.0,274.0,274,0.7978845608028654,1,,119.0,125.0,113.0,125.0,238.0,8.48528137423857,0.11388455538221526,2.867710834812109,NaN,NaN,NaN,NaN,0.0,NaN,2.0,6.47213595499958,0.5999908074321633,1.0,4.576491222541474
ID12605,12605,138,83.0,175.27709611451942,114.33026584867075,0.0,275.0,275,5.093354074083103,1,,194.7764705882353,211.0,71.0,255.0,16556.0,57.731599103212154,0.587972877930978,2.498429581642917,0.22455237038350073,0.37578317510563214,8.870315302671003,3.1667321630558214,0.7373756178824323,2.8010942656139757,81.5,46.57242374769247,0.4721823965939394,0.8402061855670103,5.158815974078997
ID12872,12872,138,3.0,176.7222222222222,109.3888888888889,0.0,276.0,276,0.9772050238058398,1,,113.33333333333333,109.0,107.0,124.0,340.0,9.29157324317757,0.3472622478386167,6.287874065583135,-0.7222222222221986,-2.8888888888888946,4.618205515714206,1.0826716097814757,1.3112232696716353,4.265564437074632,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID12729,12729,138,4.0,176.5,108.5,0.0,277.0,277,1.1283791670955126,1,,116.5,118.0,106.0,126.0,466.0,8.225975119502044,0.34746987951807234,7.304098597488884,0.0,1.9577181618906308E-16,1.6180339887498951,1.2720196495140692,1.5707963267948966,1.272019649514069,4.0,8.0,0.7853981633974483,1.0,4.0
ID12535,12535,138,5.0,171.23333333333332,110.56666666666668,0.0,278.0,278,1.2615662610100802,1,,177.0,173.0,119.0,253.0,885.0,53.1554324599095,0.48822869955156944,2.184787668145162,-0.017534144673556584,-0.06666666666667308,6240566.263953919,0.9994543507476806,0.0,6243973.283307457,5.0,9.23606797749979,0.7365557547446142,1.0,4.1304951684997055
ID12578,12578,138,8.0,171.5,111.25,0.0,279.0,279,1.5957691216057308,1,,158.875,150.0,108.0,255.0,1271.0,51.473814424701146,0.3475879130588443,1.5922335317353775,0.009474339237993252,-0.12794126716841403,2.7212832721449756,1.2688547814208506,0.31827869812103593,2.144676689556003,8.0,12.47213595499958,0.646276223276684,0.8888888888888888,4.40956595483038
ID12520,12520,138,5.0,170.76666666666668,110.56666666666668,0.0,280.0,280,1.2615662610100802,1,,207.6,181.0,170.0,255.0,1038.0,42.134309060431974,0.5076252723311547,3.3179611370745175,-0.11414464905258849,-0.3548972511342515,-0.8423007842737089,NaN,-0.14047222790026617,NaN,5.0,9.23606797749979,0.7365557547446142,1.0,4.1304951684997055
ID12707,12707,138,5.0,170.76666666666668,110.56666666666668,0.0,281.0,281,1.2615662610100802,1,,203.0,209.0,141.0,253.0,1015.0,40.149719799769464,0.5289982425307558,3.498571530939382,-0.11414464905258849,-0.3548972511342515,-0.8423007842737089,NaN,-0.14047222790026617,NaN,5.0,9.23606797749979,0.7365557547446142,1.0,4.1304951684997055
ID12681,12681,138,7.0,176.64285714285714,108.73809523809523,0.0,282.0,282,1.4927053303604616,1,,156.14285714285714,159.0,114.0,188.0,1093.0,28.410259716216203,0.43850656322515846,3.350743346688527,-0.15097599216888183,0.27870315928150646,2.575065250522722,1.330507864293368,0.33516978324116753,1.9354002480025456,7.0,13.70820393249937,0.4681087840275978,0.7368421052631579,5.18121407525014
ID12747,12747,138,4.0,168.5,110.5,0.0,283.0,283,1.1283791670955126,1,,168.75,155.0,128.0,254.0,675.0,57.91588728492381,0.361344537815126,1.5467834049164766,0.0,1.9577181618906308E-16,1.6180339887498951,1.2720196495140692,1.5707963267948966,1.272019649514069,4.0,8.0,0.7853981633974483,1.0,4.0
ID12776,12776,138,2.0,165.83333333333334,108.5,0.0,284.0,284,0.7978845608028654,1,,158.0,193.0,123.0,193.0,316.0,49.49747468305833,0.3650107991360691,1.7071578002932362,NaN,NaN,NaN,NaN,0.0,NaN,2.0,6.47213595499958,0.5999908074321633,1.0,4.576491222541474
ID12797,12797,138,2.0,146.5,88.83333333333333,0.0,285.0,285,0.7978845608028654,1,,142.5,155.0,130.0,155.0,285.0,17.67766952966369,0.39591836734693886,4.572623851673008,0.18041426413253206,-0.09993889671568146,1.4560262660179968,1.1206900075381765,-0.9009660445780739,1.2992230288699143,2.0,6.47213595499958,0.5999908074321633,1.0,4.576491222541474
ID12543,12543,138,5.0,142.5909090909091,85.16666666666667,0.0,286.0,286,1.3231418571003069,1,,165.16666666666666,194.0,114.0,207.0,991.0,40.91169351990537,0.45001506218530785,2.5058754361575586,0.15670591291562722,-0.1540822260330126,2.303687011488564,1.2487364749313454,0.4775448348602471,1.8448143845683844,5.5,11.122417494872465,0.558694206366911,0.8461538461538461,4.742614755025967
ID12790,12790,138,10.0,136.5625,77.375,0.0,287.0,287,1.5957691216057308,1,,195.625,217.0,122.0,255.0,1565.0,55.54390155543631,0.5525793650793651,2.5070259038432825,-0.07965621764603194,0.022321588875607125,2.89724831319625,1.3059282707167101,0.607530099893955,2.218535564442757,8.0,11.77269903474535,0.7253502547108898,0.9411764705882353,4.16227766016838
ID12880,12880,138,5.0,134.95454545454547,74.01515151515152,0.0,288.0,288,1.3231418571003069,1,,237.66666666666666,248.0,202.0,253.0,1426.0,19.345972879818337,0.5791805094130675,9.011350032191833,0.04545454545453272,-0.015151515151516182,1.5811388300841902,1.5811388300841893,-1.456614060794593,1.0000000000000007,5.5,9.122417494872465,0.8305249144042437,1.0,3.8898118896035254
ID12802,12802,138,12.0,134.5,73.5,0.0,289.0,289,1.692568750643269,1,,183.11111111111111,172.0,118.0,255.0,1648.0,54.393116394550425,0.6215152509019352,2.5806642397940247,-2.0332881557043415E-16,-2.711050874272453E-16,2.950665942491562,1.4000846983261621,0.6245228861991274,2.1074910296635343,9.0,11.77269903474535,0.816019036549751,1.0,3.9242330115817836
ID12364,12364,139,2.0,295.5,121.83333333333333,0.0,265.0,265,0.7978845608028654,1,,175.5,228.0,123.0,228.0,351.0,74.24621202458749,0.23955267804590932,0.9136268569616661,0.18041426413253206,-0.09993889671568146,1.4560262660179968,1.1206900075381765,-0.9009660445780739,1.2992230288699143,2.0,6.47213595499958,0.5999908074321633,1.0,4.576491222541474
ID12418,12418,139,4.0,300.0,125.5,0.0,266.0,266,1.1283791670955126,1,,200.75,226.0,154.0,241.0,803.0,39.978119015281344,0.635993208828523,3.9042190372606482,-2.9823518844587343E-16,6.754957737689004E-17,2.1161526372681356,1.0916521890687163,0.20881190893810597,1.9384861391368766,4.0,8.47213595499958,0.7002998325809342,1.0,4.23606797749979
ID12442,12442,139,4.0,296.5,123.0,0.0,267.0,267,1.1283791670955126,1,,194.5,250.0,113.0,255.0,778.0,69.6969631093541,0.6541459957476967,2.20717412166108,2.896233977283016E-16,-2.4376635975465384E-16,2.065917563760425,1.0343340556062017,0.6531539721228321,1.9973407552066276,4.0,8.47213595499958,0.7002998325809342,1.0,4.23606797749979
ID12324,12324,139,5.0,296.76666666666665,123.16666666666667,0.0,268.0,268,1.2615662610100802,1,,201.8,229.0,117.0,243.0,1009.0,53.490186015754325,0.6734069018307074,3.0363585680473957,-0.26666666666664823,-0.1666666666666696,2.558336368008456,0.9771975379242752,0.5535743588970462,2.6180339887498834,5.0,9.70820393249937,0.6666564527024037,1.0,4.341640786499874
ID12333,12333,139,2.0,296.5,122.83333333333333,0.0,269.0,269,0.7978845608028654,1,,192.5,238.0,147.0,238.0,385.0,64.34671708797582,0.2720264317180616,1.2795265564328002,0.18041426413253206,-0.09993889671568146,1.4560262660179968,1.1206900075381765,-0.9009660445780739,1.2992230288699143,2.0,6.47213595499958,0.5999908074321633,1.0,4.576491222541474
ID12640,12640,139,2.0,297.5,123.83333333333333,0.0,270.0,270,0.7978845608028654,1,,189.0,229.0,149.0,229.0,378.0,56.568542494923804,0.3286467486818981,1.6528621010235547,0.18041426413253206,-0.09993889671568146,1.4560262660179968,1.1206900075381765,-0.9009660445780739,1.2992230288699143,2.0,6.47213595499958,0.5999908074321633,1.0,4.576491222541474
ID12394,12394,139,3.0,315.72222222222223,140.38888888888889,0.0,271.0,271,0.9772050238058398,1,,144.66666666666666,138.0,133.0,163.0,434.0,16.072751268321593,0.5737596835338717,6.562961544284745,-0.7222222222222268,-2.888888888888879,4.618205515714206,1.0826716097814748,1.3112232696716353,4.2655644370746355,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID12493,12493,139,4.0,306.1666666666667,128.83333333333334,0.0,272.0,272,1.1283791670955126,1,,179.75,180.0,138.0,255.0,719.0,53.3689984916337,0.49131449312937514,2.2192190850005673,0.4223609236146115,0.055989840021961404,2.1769961266107676,1.7111607491764718,-0.2560801302168927,1.2722335570509595,4.0,9.84161925296378,0.5189634078443267,1.0,4.92080962648189
ID12654,12654,139,5.0,305.14102564102564,128.2179487179487,0.0,273.0,273,1.438406847937898,1,,163.71428571428572,133.0,91.0,249.0,1146.0,64.44303501469156,0.6942011309457811,2.0819051381378806,-0.0468983697011297,-0.1284148477958356,2.9212951121859034,1.004924335944062,0.3727695412506503,2.906980165269392,6.5,12.87048159266775,0.4930984360035148,0.8666666666666667,5.048218214642277
ID12738,12738,139,9.0,305.46078431372547,128.73529411764707,0.0,274.0,274,1.6448811606198852,1,,187.44444444444446,212.0,109.0,253.0,1687.0,61.78412237604235,0.6224754013464526,2.3279291555467907,0.07539970309479853,0.17285952025212634,3.439071233517893,1.1783985343136374,0.2415080562538217,2.918427962506753,8.5,15.886349517372675,0.42323401385410103,0.7391304347826086,5.448972930617583
ID12613,12613,139,9.0,308.7592592592593,129.53703703703704,0.0,275.0,275,1.692568750643269,1,,203.88888888888889,240.0,110.0,255.0,1835.0,60.63094186231244,0.6959334565619223,2.7598669622077234,-0.022120225726780858,0.29094155074504197,2.4751075185605007,1.7607313281138322,0.19448683354830454,1.4057269721053567,9.0,13.23606797749979,0.645556704050167,1.0,4.412022659166596
ID12875,12875,139,12.0,305.1794871794872,128.66666666666669,0.0,276.0,276,2.0342144725641096,1,,193.3846153846154,230.0,0.0,255.0,2514.0,77.98454810787676,0.7481136241907141,2.122468547112506,0.009562165361848455,-0.0753598736869822,3.031853060178285,1.6896887045699218,0.5440104133476309,1.794326405791998,13.0,14.313755207963359,0.7973445772741852,1.0,3.9699214112885852
ID12758,12758,139,17.0,306.747311827957,130.55376344086022,0.0,277.0,277,2.221216611645239,1,,204.26666666666668,243.0,108.0,255.0,3064.0,60.799984335837586,0.7000184945441095,2.766813578323018,-0.05138224598124087,-0.008106385581086402,2.8086595129826044,2.0261931817557217,0.448606735201013,1.3861755820088517,15.5,15.122417494872465,0.8517244503873109,1.0,3.8410978847974113
ID12548,12548,139,11.0,304.10317460317464,129.23015873015873,0.0,278.0,278,1.828183197857863,1,,225.0,249.0,106.0,255.0,2250.0,53.47065654273483,0.6724856402748057,3.3839007343174012,0.08716301066035051,0.04845183481291152,2.1453365772177406,2.011677576262901,1.3452665767537577,1.06644156227219,10.5,13.122417494872465,0.7662517181033476,0.9545454545454546,4.0496659581199665
ID12587,12587,139,15.0,299.125,125.83333333333333,0.0,279.0,279,2.256758334191025,1,,184.125,235.0,0.0,255.0,2946.0,78.91757303245795,0.7903791314104062,2.059963344608247,0.005111676250055425,-0.059694064790124055,3.3164667220041153,1.8501428141151863,0.37638989801298806,1.7925463357217561,16.0,16.31375520796336,0.7554782472046859,1.0,4.07843880199084
ID12524,12524,139,12.0,294.86,122.16666666666666,0.0,280.0,280,1.9947114020071635,1,,188.5,235.0,65.0,255.0,2639.0,72.85047911779515,0.7430472854640982,2.2060544166395766,0.22385388041963145,0.14768130044212688,3.7007590533391217,1.4532572076952273,0.6632884791326883,2.54652723120382,12.5,15.320327917582855,0.6692428729327251,1.0,4.333243104209766
ID12713,12713,139,13.0,295.16666666666663,122.45238095238095,0.0,281.0,281,2.111004122822376,1,,217.35714285714286,247.0,106.0,255.0,3043.0,54.89795728700399,0.7661988180666948,3.4351809230078443,-0.07204008043907152,0.09386513605096954,3.360777439133214,1.6344473496327716,0.9195962764096085,2.0562163962567013,14.0,16.78589116296294,0.6243801589079453,0.875,4.486218118820265
ID12689,12689,139,11.0,300.31481481481484,126.87037037037037,0.0,282.0,282,1.692568750643269,1,,190.42857142857142,204.0,113.0,255.0,1333.0,50.37147718983149,0.49468352472644317,2.502393578983414,0.2784582228386907,0.3136115134005912,2.582824327425847,1.8942955364260223,0.5779602801305643,1.3634748526615206,9.0,15.365058181991749,0.4790534313158455,0.8181818181818182,5.121686060663916
ID12753,12753,139,4.0,311.0,146.5,0.0,283.0,283,1.1283791670955126,1,,150.25,166.0,109.0,211.0,601.0,47.89832982474441,0.5906484340538157,2.3295871430508437,-2.9823518844587343E-16,6.754957737689004E-17,2.1161526372681356,1.0916521890687163,0.20881190893810597,1.9384861391368766,4.0,8.47213595499958,0.7002998325809342,1.0,4.23606797749979
ID12784,12784,139,7.0,296.1666666666667,123.33333333333333,0.0,284.0,284,1.381976597885342,1,,224.8,236.0,172.0,255.0,1124.0,33.81863391682165,0.5063658700022335,4.468936672754201,3.2426058679741785,-1.2795119555779053,5.393769080501438,2.1496951011720267,2.8627932402400247,2.5090856268690023,6.0,10.89292222699217,0.635436721234594,1.0,4.447016877325369
ID12862,12862,139,11.0,295.3695652173913,123.21014492753623,0.0,285.0,285,1.913259964331453,1,,177.0,196.0,72.0,253.0,1770.0,68.38290884586749,0.5623576309794989,1.863321654331905,-0.022816567748120332,0.1875042063451012,2.8079781876909986,1.7603527625134805,0.9408197554259803,1.5951224365289656,11.5,14.714776642118865,0.6674217507287831,0.92,4.339150904992788
ID12579,12579,139,4.0,308.5,147.5,0.0,286.0,286,1.1283791670955126,1,,135.0,150.0,107.0,151.0,540.0,20.607442021431645,0.5774099318403116,4.796002008912466,0.0,1.9577181618906308E-16,1.6180339887498951,1.2720196495140692,1.5707963267948966,1.272019649514069,4.0,8.0,0.7853981633974483,1.0,4.0
ID12833,12833,139,16.0,292.63131313131316,121.88383838383838,0.0,287.0,287,2.2917489221187703,1,,215.5625,247.0,118.0,255.0,3449.0,49.24898476110955,0.751383740415376,3.755661175498167,0.035439791708729455,0.08676510676454047,3.2242754460040572,2.0447645285318394,0.2693652114806983,1.5768443754837227,16.5,16.358485472372255,0.7748321328800514,0.9705882352941176,4.02718073391611
ID12899,12899,139,19.0,291.85185185185185,121.98148148148147,0.0,288.0,288,2.393653682408596,1,,212.3125,238.0,108.0,255.0,3397.0,49.552287199146186,0.6526928628188703,3.3842198375097974,0.006869750178464567,-0.09491497141666976,3.4988194842574725,2.040920261126997,0.8555491049908823,1.7143342397538954,18.0,17.498473502456157,0.7387237140728942,1.0,4.124429757999955
ID12839,12839,139,5.0,304.23333333333335,141.56666666666666,0.0,289.0,289,1.2615662610100802,1,,222.2,234.0,158.0,255.0,1111.0,40.30136474115982,0.6031746031746031,4.148742879400272,-0.27654427083334854,-0.06666666666666284,NaN,-0.8418312607990052,0.0,NaN,5.0,9.23606797749979,0.7365557547446142,1.0,4.1304951684997055
ID12447,12447,140,6.0,331.14102564102564,174.21794871794873,0.0,267.0,267,1.438406847937898,1,,189.71428571428572,191.0,126.0,255.0,1328.0,45.054464394827306,0.6932026456291338,3.4478111725620733,-0.04643104643104083,-0.06930006930008076,1.9652292175776322,1.4619805569566455,0.6245228861991277,1.3442239079215814,6.5,9.886349517372675,0.8357017280308787,1.0,3.8777453159447606
ID12328,12328,140,3.0,334.27777777777777,156.38888888888889,0.0,268.0,268,0.9772050238058397,1,,203.33333333333334,228.0,151.0,231.0,610.0,45.34681172181053,0.5263876251137397,3.0926633850858276,0.7222222222222268,-2.888888888888879,4.618205515714206,1.0826716097814748,-1.3112232696716353,4.2655644370746355,2.9999999999999996,7.23606797749979,0.7199889689185959,0.9999999999999999,4.1777457946839345
ID12336,12336,140,8.0,332.7549019607843,162.97058823529412,0.0,269.0,269,1.6448811606198852,1,,189.88888888888889,156.0,111.0,255.0,1709.0,59.9592454181264,0.6991969407265775,2.6063287351888675,0.02176283022442918,0.0011356575404191818,2.5433270259689795,1.3538037305032484,0.5173756593207292,1.8786526943780473,8.5,11.886349517372675,0.7560174098509501,1.0,4.076984249477513
ID12643,12643,140,3.0,331.8333333333333,157.61111111111111,0.0,270.0,270,0.9772050238058398,1,,108.66666666666667,126.0,65.0,135.0,326.0,38.083242158898884,0.2202121023081722,1.0299076443799362,40.070605463125524,-34.41095615030348,54.42086434618677,3.446596859653209,2.4342952709562526,15.789738853200982,3.0,7.708203932499369,0.634489919497228,1.0,4.450333615397043
ID12396,12396,140,4.0,329.5,156.5,0.0,271.0,271,1.1283791670955126,1,,122.25,127.0,112.0,135.0,489.0,10.688779163215974,0.42289039767216285,6.798406586669825,0.0,1.9577181618906308E-16,1.6180339887498951,1.2720196495140692,1.5707963267948966,1.272019649514069,4.0,8.0,0.7853981633974483,1.0,4.0
ID12495,12495,140,11.0,328.77536231884056,156.29710144927537,0.0,272.0,272,1.913259964331453,1,,191.75,237.0,46.0,255.0,2301.0,71.8725197200508,0.7252196115383446,2.2429916202657587,-0.011118336302328984,-0.04394778556141292,2.1597696651076763,2.0978784534689443,-1.4229743406664574,1.0295018100483333,11.5,13.122417494872465,0.8392280722084283,1.0,3.869589809850482
ID12656,12656,140,6.0,350.14102564102564,155.2179487179487,0.0,273.0,273,1.438406847937898,1,,205.0,226.0,111.0,255.0,1435.0,54.51910979953115,0.7195281782437746,3.146832379157361,-0.046431046431040825,-0.06930006930005242,1.9652292175776322,1.4619805569566453,0.6245228861991277,1.3442239079215816,6.5,9.886349517372675,0.8357017280308787,1.0,3.8777453159447606
ID12742,12742,140,6.0,351.14102564102564,156.2179487179487,0.0,274.0,274,1.438406847937898,1,,232.85714285714286,243.0,176.0,255.0,1630.0,27.99659843283687,0.6196242819437975,6.363974655155602,-0.046431046431040825,-0.06930006930005242,1.9652292175776322,1.4619805569566453,0.6245228861991277,1.3442239079215816,6.5,9.886349517372675,0.8357017280308787,1.0,3.8777453159447606
ID12615,12615,140,6.0,351.14102564102564,157.2179487179487,0.0,275.0,275,1.438406847937898,1,,217.85714285714286,232.0,107.0,255.0,1525.0,50.9589003394846,0.6001573925304128,3.2068910782699924,-0.046431046431040825,-0.06930006930005242,1.9652292175776322,1.4619805569566453,0.6245228861991277,1.3442239079215816,6.5,9.886349517372675,0.8357017280308787,1.0,3.8777453159447606
ID12877,12877,140,5.0,350.95454545454544,159.01515151515153,0.0,276.0,276,1.3231418571003069,1,,202.66666666666666,249.0,108.0,255.0,1216.0,71.26195806085225,0.5338042381432896,1.9795508081072728,0.04545454545456087,-0.015151515151529705,1.5811388300841898,1.5811388300841895,0.36426947239623986,1.0000000000000002,5.5,9.122417494872465,0.8305249144042437,1.0,3.8898118896035254
ID12761,12761,140,7.0,351.56666666666666,159.23333333333332,0.0,277.0,277,1.5450968080927583,1,,188.25,193.0,112.0,253.0,1506.0,53.79790224269238,0.5957838380458425,2.612848895846639,0.005180767528504892,-0.022345389603764265,2.2479092819166087,1.4088117679738474,2.4815829095777806,1.5956065480270305,7.5,11.122417494872465,0.7618557359548787,1.0,4.061332637287833
ID12551,12551,140,6.0,356.14102564102564,166.21794871794873,0.0,278.0,278,1.438406847937898,1,,217.14285714285714,229.0,145.0,255.0,1520.0,40.143196067032214,0.566657003897317,3.9130007705554894,-0.04643104643104083,-0.06930006930008076,1.9652292175776322,1.4619805569566455,0.6245228861991277,1.3442239079215814,6.5,9.886349517372675,0.8357017280308787,1.0,3.8777453159447606
ID12590,12590,140,7.0,356.73809523809524,168.45238095238096,0.0,279.0,279,1.4927053303604616,1,,200.14285714285714,234.0,134.0,255.0,1401.0,53.710422860088556,0.6833224500457099,3.0253100716240713,0.00805367076226862,0.04761904761903674,7.81493472160055E7,0.979792626888549,0.0,7.976110971989888E7,7.0,11.23606797749979,0.6967535466412216,1.0,4.246834511811562
ID12527,12527,140,9.0,357.31481481481484,169.90740740740742,0.0,280.0,280,1.692568750643269,1,,205.66666666666666,219.0,112.0,255.0,1851.0,44.61221805738872,0.7484256926952142,3.946767987361088,0.09922457566603973,0.041213587406666766,2.673972278034848,1.4408830217866966,0.308504354461846,1.8557872065971874,9.0,11.70820393249937,0.8250339438057361,1.0,3.9027346441664563
ID12725,12725,140,6.0,357.14102564102564,170.21794871794873,0.0,281.0,281,1.438406847937898,1,,220.28571428571428,236.0,144.0,255.0,1542.0,40.3720789891326,0.637594583831143,4.2488699760021875,-0.04643104643104083,-0.06930006930008076,1.9652292175776322,1.4619805569566455,0.6245228861991277,1.3442239079215814,6.5,9.886349517372675,0.8357017280308787,1.0,3.8777453159447606
ID12693,12693,140,8.0,359.30392156862746,170.81372549019608,0.0,282.0,282,1.6448811606198852,1,,204.55555555555554,217.0,112.0,255.0,1841.0,44.626536699342665,0.624979312627572,3.525866756864865,0.06297185072894801,-0.003116121173514055,2.2612703077801215,1.5605139405741224,1.8667355201059448,1.4490548587782475,8.5,11.886349517372675,0.7560174098509501,1.0,4.076984249477513
