LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixel),(pixel),(pixel),(pixel),(radians),,(pixel^2),(pixel),,,
ID12498,12498,88,53.0,202.47435897435895,100.34615384615384,0.0,262.0,262,4.068428945128219,1,,194.03703703703704,230.0,52.0,255.0,10478.0,63.73854701796133,0.4352362975889455,1.8463505870402221,-0.08286822489546497,0.025743151421741904,4.623186084154529,3.9203648727204183,-0.519741428724855,1.1792744385413314,52.0,27.970609457455737,0.8352362769347272,0.9629629629629629,3.878825638647487
ID12206,12206,88,3.0,208.30952380952382,103.92857142857143,0.0,263.0,263,1.055502061411188,1,,184.5,214.0,134.0,255.0,738.0,60.113781004580524,0.43149356374537123,1.8502791018717901,0.6904761904761759,-3.4285714285714306,5.318413501990407,1.2272507846861669,-1.3888068485400744,4.333599593786721,3.5,7.8863495173726745,0.7071733190340201,1.0,4.215431132336939
ID12383,12383,88,10.0,208.7549019607843,100.30392156862746,0.0,264.0,264,1.6448811606198852,1,,155.77777777777777,148.0,110.0,244.0,1402.0,43.112578726451105,0.38966670796679465,2.026348543551906,-0.40874811463045774,1.811463046757137,4.050957468334642,1.946017021642078,-1.249045772398254,2.0816659994661215,8.5,11.886349517372675,0.7560174098509501,1.0,4.076984249477513
ID12354,12354,88,2.0,231.83333333333334,89.5,0.0,265.0,265,0.7978845608028654,1,,151.0,184.0,118.0,184.0,302.0,46.66904755831214,0.35022354694485835,1.678485793725643,NaN,NaN,NaN,NaN,0.0,NaN,2.0,6.47213595499958,0.5999908074321633,1.0,4.576491222541474
ID12401,12401,88,5.0,215.23333333333335,92.56666666666666,0.0,266.0,266,1.2615662610100802,1,,179.8,156.0,117.0,255.0,899.0,59.56257214056492,0.58693733451015,2.232945878934277,-0.27654427083334854,-0.06666666666666284,NaN,-0.8418312607990052,0.0,NaN,5.0,9.23606797749979,0.7365557547446142,1.0,4.1304951684997055
ID12428,12428,88,5.0,213.95454545454547,94.01515151515152,0.0,267.0,267,1.3231418571003069,1,,149.5,157.0,103.0,254.0,897.0,56.52167725749122,0.5564809994794379,1.8913097626775006,0.04545454545453272,-0.015151515151516182,1.5811388300841902,1.5811388300841893,-1.456614060794593,1.0000000000000007,5.5,9.122417494872465,0.8305249144042437,1.0,3.8898118896035254
ID11120,11120,89,4.0,246.5,212.5,0.0,199.0,199,1.1283791670955126,1,,166.0,192.0,106.0,193.0,664.0,41.04469108991645,0.6953191489361701,3.3175220241849757,0.0,1.9577181618906308E-16,1.6180339887498951,1.2720196495140692,1.5707963267948966,1.272019649514069,4.0,8.0,0.7853981633974483,1.0,4.0
ID11200,11200,89,1.0,210.16666666666666,217.83333333333334,0.0,200.0,200,0.5641895835477563,1,,142.0,142.0,142.0,142.0,142.0,NaN,0.41059602649006616,NaN,NaN,Infinity,-Infinity,NaN,1.5707963267948966,NaN,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID11145,11145,90,3.0,112.72222222222223,68.38888888888889,0.0,194.0,194,0.9772050238058398,1,,124.33333333333333,117.0,115.0,141.0,373.0,14.46835627614047,0.5421913174215373,6.042444681045926,-0.7222222222222268,-2.888888888888879,4.618205515714206,1.0826716097814748,1.3112232696716353,4.2655644370746355,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID11238,11238,90,5.0,104.23333333333332,102.56666666666668,0.0,195.0,195,1.2615662610100802,1,,144.0,125.0,108.0,234.0,720.0,52.08166663999915,0.6802800466744456,2.238791642478857,-0.017534144673556584,-0.06666666666667308,6240566.263953919,0.9994543507476806,0.0,6243973.283307457,5.0,9.23606797749979,0.7365557547446142,1.0,4.1304951684997055
ID10974,10974,90,4.0,107.5,90.5,0.0,197.0,197,1.1283791670955126,1,,235.25,243.0,217.0,255.0,941.0,17.017148213885115,0.7181984175289106,11.556969722235644,0.0,1.9577181618906308E-16,1.6180339887498951,1.2720196495140692,1.5707963267948966,1.272019649514069,4.0,8.0,0.7853981633974483,1.0,4.0
ID11125,11125,90,3.0,105.30952380952381,84.92857142857143,0.0,198.0,198,1.055502061411188,1,,189.75,243.0,127.0,255.0,759.0,68.65068584265322,0.6266926449098879,2.1296880527842794,0.69047619047619,-3.42857142857143,5.318413501990406,1.2272507846861673,-1.3888068485400744,4.333599593786718,3.5,7.8863495173726745,0.7071733190340201,1.0,4.215431132336939
ID11097,11097,90,4.0,110.5,62.0,0.0,199.0,199,1.1283791670955126,1,,156.5,144.0,111.0,255.0,626.0,67.2532527094415,0.5157384987893463,1.583566529638629,2.896233977283016E-16,-2.4376635975465384E-16,2.065917563760425,1.0343340556062017,0.6531539721228321,1.9973407552066276,4.0,8.47213595499958,0.7002998325809342,1.0,4.23606797749979
ID11131,11131,90,4.0,109.5,78.5,0.0,200.0,200,1.1283791670955126,1,,141.25,118.0,110.0,225.0,565.0,55.93672019940628,0.5113687026304058,1.7087761490590196,0.0,1.9577181618906308E-16,1.6180339887498951,1.2720196495140692,1.5707963267948966,1.272019649514069,4.0,8.0,0.7853981633974483,1.0,4.0
ID11176,11176,90,1.0,132.16666666666666,47.833333333333336,0.0,201.0,201,0.5641895835477563,1,,107.0,107.0,107.0,107.0,107.0,NaN,0.2763419483101392,NaN,0.6093742383786945,-0.5702292007695409,1.8500048694887368,0.713019489902995,2.2506380259973824,2.594606312571381,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID11264,11264,91,1.0,166.16666666666666,221.83333333333334,0.0,189.0,189,0.5641895835477563,1,,166.0,166.0,166.0,166.0,166.0,NaN,0.4865671641791044,NaN,NaN,Infinity,-Infinity,NaN,1.5707963267948966,NaN,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID10782,10782,91,1.0,166.16666666666666,221.83333333333334,0.0,190.0,190,0.5641895835477563,1,,165.0,165.0,165.0,165.0,165.0,NaN,0.544461778471139,NaN,NaN,Infinity,-Infinity,NaN,1.5707963267948966,NaN,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID11274,11274,92,3.0,280.72222222222223,123.3888888888889,0.0,195.0,195,0.9772050238058398,1,,173.66666666666666,195.0,123.0,203.0,521.0,44.06056437828882,0.4899259066683998,2.5921620120780866,-0.722222222222227,-2.8888888888888937,4.618205515714206,1.0826716097814755,1.3112232696716353,4.265564437074633,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID11291,11291,92,24.0,294.3863636363636,137.1818181818182,0.0,196.0,196,2.6462837142006137,1,,191.0,231.0,73.0,255.0,4202.0,66.57684425140764,0.6312111801242236,2.220264169626161,0.011015580759142033,0.07624603221126076,3.915513664156902,1.9943782402227332,0.7100008567331516,1.963275363313037,22.0,19.77269903474535,0.7071322314107436,0.9565217391304348,4.215553598491596
ID10908,10908,93,1.0,279.1666666666667,111.83333333333333,0.0,202.0,202,0.5641895835477563,1,,182.0,182.0,182.0,182.0,182.0,NaN,0.3448275862068965,NaN,0.6093742383786661,-0.5702292007695338,1.8500048694887368,0.7130194899029949,2.2506380259973824,2.594606312571381,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID11207,11207,93,4.0,253.0,118.5,0.0,203.0,203,1.1283791670955126,1,,159.25,191.0,111.0,207.0,637.0,46.87838876639569,0.3044368600682593,1.585663144348904,-1.4571677198205192E-16,5.828670879282072E-16,2.558336368008464,0.9771975379242741,-1.0172219678978511,2.618033988749895,4.0,8.47213595499958,0.7002998325809342,1.0,4.23606797749979
ID11255,11255,93,10.0,252.5,117.0,0.0,204.0,204,1.7841241161527712,1,,156.6,149.0,113.0,197.0,1566.0,32.17728667519649,0.5847529094282341,3.591560339851463,7.200753358348376E-17,7.528060329182393E-17,2.798464919709515,1.4382607876025884,0.3373704711117762,1.945728440788702,10.0,12.47213595499958,0.807845279095855,1.0,3.9440356905077985
ID11321,11321,93,1.0,221.16666666666666,108.83333333333333,0.0,205.0,205,0.5641895835477563,1,,116.0,116.0,116.0,116.0,116.0,NaN,0.1485148514851485,NaN,0.6093742383786946,-0.570229200769534,1.8500048694887372,0.713019489902995,2.2506380259973824,2.5946063125713814,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID11345,11345,93,2.0,223.5,117.83333333333333,0.0,206.0,206,0.7978845608028654,1,,110.0,114.0,106.0,114.0,220.0,5.656854249492381,0.15586690017513138,5.244375293800228,0.18041426413253206,-0.09993889671568146,1.4560262660179968,1.1206900075381765,-0.9009660445780739,1.2992230288699143,2.0,6.47213595499958,0.5999908074321633,1.0,4.576491222541474
ID11399,11399,93,3.0,223.7222222222222,117.3888888888889,0.0,207.0,207,0.9772050238058398,1,,123.33333333333333,118.0,117.0,135.0,370.0,10.115993936995679,0.2722725851828696,5.218259235489035,-0.7222222222221986,-2.8888888888888946,4.618205515714206,1.0826716097814757,1.3112232696716353,4.265564437074632,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID11181,11181,94,2.0,173.83333333333334,57.5,0.0,201.0,201,0.7978845608028654,1,,152.0,197.0,107.0,197.0,304.0,63.63961030678928,0.3998465080583269,1.364454196289597,NaN,NaN,NaN,NaN,0.0,NaN,2.0,6.47213595499958,0.5999908074321633,1.0,4.576491222541474
ID10902,10902,94,1.0,188.16666666666666,65.83333333333333,0.0,202.0,202,0.5641895835477563,1,,125.0,125.0,125.0,125.0,125.0,NaN,0.19426751592356692,NaN,0.6093742383786946,-0.570229200769534,1.8500048694887372,0.713019489902995,2.2506380259973824,2.5946063125713814,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID11146,11146,94,8.0,197.5,85.35185185185185,0.0,203.0,203,1.692568750643269,1,,173.22222222222223,155.0,123.0,255.0,1559.0,51.363357020783255,0.6419167983149027,2.636985826094648,0.06955709773013435,0.15512394062834656,2.3705014131106523,1.7716311460342065,1.0011552205446579,1.3380332686163348,9.0,13.07768723046357,0.6612877543601176,0.9,4.359229076821189
ID11107,11107,94,2.0,173.83333333333334,57.5,0.0,204.0,204,0.7978845608028654,1,,133.5,146.0,121.0,146.0,267.0,17.67766952966369,0.3822260569456429,4.176644054208541,NaN,NaN,NaN,NaN,0.0,NaN,2.0,6.47213595499958,0.5999908074321633,1.0,4.576491222541474
ID11311,11311,94,1.0,188.16666666666666,63.833333333333336,0.0,205.0,205,0.5641895835477563,1,,143.0,143.0,143.0,143.0,143.0,NaN,0.2921686746987952,NaN,0.6093742383786945,-0.5702292007695409,1.8500048694887368,0.713019489902995,2.2506380259973824,2.594606312571381,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID11333,11333,94,1.0,188.16666666666666,63.833333333333336,0.0,206.0,206,0.5641895835477563,1,,108.0,108.0,108.0,108.0,108.0,NaN,0.09644670050761421,NaN,0.6093742383786945,-0.5702292007695409,1.8500048694887368,0.713019489902995,2.2506380259973824,2.594606312571381,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID11352,11352,94,3.0,188.2777777777778,64.38888888888889,0.0,207.0,207,0.9772050238058398,1,,177.0,148.0,129.0,254.0,531.0,67.35725647619564,0.5069659442724458,1.7680486902401726,0.7222222222221985,-2.8888888888888795,4.618205515714207,1.0826716097814757,-1.311223269671635,4.265564437074633,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID11388,11388,94,3.0,189.7222222222222,64.38888888888889,0.0,208.0,208,0.9772050238058398,1,,154.33333333333334,155.0,132.0,176.0,463.0,22.007574453658755,0.4113897741443814,4.088124166483942,-0.7222222222221985,-2.8888888888888795,4.618205515714207,1.0826716097814757,1.311223269671635,4.265564437074633,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID11473,11473,94,4.0,154.5,92.5,0.0,211.0,211,1.1283791670955126,1,,151.25,172.0,112.0,177.0,605.0,29.926298356685102,0.5459965928449745,3.5698813150898205,0.0,1.9577181618906308E-16,1.6180339887498951,1.2720196495140692,1.5707963267948966,1.272019649514069,4.0,8.0,0.7853981633974483,1.0,4.0
ID11557,11557,94,12.0,150.5,103.5,0.0,212.0,212,1.692568750643269,1,,201.33333333333334,198.0,124.0,255.0,1812.0,51.795270054320596,0.6380894982672893,3.028304547642141,-2.0332881557043415E-16,-2.711050874272453E-16,2.950665942491562,1.4000846983261621,0.6245228861991274,2.1074910296635343,9.0,11.77269903474535,0.816019036549751,1.0,3.9242330115817836
ID11494,11494,94,10.0,152.18421052631578,101.21929824561404,0.0,213.0,213,1.738949084575512,1,,153.77777777777777,162.0,58.0,217.0,1384.0,50.35319696349423,0.4231362467866323,1.8160603488739973,-0.05450440638489126,-0.08235946661919318,2.602221751181902,1.504277104066132,-0.10691235474168351,1.7298819108181425,9.5,13.122417494872465,0.6932753639982668,0.9047619047619048,4.257474429378784
ID11560,11560,94,127.0,182.35109289617486,120.48087431693989,0.0,214.0,214,6.231677632421503,1,,211.1639344262295,240.0,66.0,255.0,25762.0,50.00237360576535,0.6554959354817981,3.3442674700572406,-0.405487705882711,-0.5743862487364918,9.601124998750928,4.353626106133449,0.8686728194879221,2.205316847311424,122.0,57.343599613016536,0.4662295458095126,0.8384879725085911,5.191645571727929
ID11381,11381,94,3.0,172.76666666666668,116.9,0.0,215.0,215,0.8920620580763856,1,,116.66666666666667,117.0,115.0,118.0,350.0,1.5275252316519468,0.12427223449106606,16.884609257009913,-0.7666666666666854,-2.4000000000000163,4.273113156357573,0.8359648834115485,1.207475156454033,5.111594088640568,2.5,7.8863495173726745,0.5051237993100144,1.0,4.987765379813458
ID11607,11607,94,1.0,173.16666666666666,116.83333333333333,0.0,216.0,216,0.5641895835477563,1,,112.0,112.0,112.0,112.0,112.0,NaN,0.1830985915492958,NaN,0.6093742383786946,-0.570229200769534,1.8500048694887372,0.713019489902995,2.2506380259973824,2.5946063125713814,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID11428,11428,94,3.0,173.7222222222222,118.3888888888889,0.0,217.0,217,0.9772050238058398,1,,127.66666666666667,137.0,106.0,140.0,383.0,18.823743871327334,0.19806625906441067,2.2424933902983817,-0.7222222222221986,-2.8888888888888946,4.618205515714206,1.0826716097814757,1.3112232696716353,4.265564437074632,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID11647,11647,94,2.0,173.83333333333334,116.5,0.0,218.0,218,0.7978845608028654,1,,170.5,201.0,140.0,201.0,341.0,43.1335136523794,0.2544451256897609,1.6035481649858865,NaN,NaN,NaN,NaN,0.0,NaN,2.0,6.47213595499958,0.5999908074321633,1.0,4.576491222541474
ID11635,11635,94,6.0,173.5,116.94444444444444,0.0,219.0,219,1.381976597885342,1,,142.16666666666666,128.0,107.0,255.0,853.0,55.87635158693405,0.34577964764659475,1.3074503520848815,1.9068945289985934E-17,0.5555555555555547,2.9999999999999964,1.0606601717798219,1.5707963267948966,2.8284271247461854,6.0,10.47213595499958,0.6875282865047802,1.0,4.275231601133732
ID12172,12172,94,3.0,174.30952380952382,116.92857142857143,0.0,220.0,220,1.055502061411188,1,,136.25,151.0,106.0,156.0,545.0,22.662377045079214,0.3125342090859332,2.8631755401162877,0.6904761904761759,-3.4285714285714306,5.318413501990407,1.2272507846861669,-1.3888068485400744,4.333599593786721,3.5,7.8863495173726745,0.7071733190340201,1.0,4.215431132336939
ID11716,11716,94,1.0,175.16666666666666,114.83333333333333,0.0,221.0,221,0.5641895835477563,1,,113.0,113.0,113.0,113.0,113.0,NaN,0.18118466898954708,NaN,0.6093742383786946,-0.570229200769534,1.8500048694887372,0.713019489902995,2.2506380259973824,2.5946063125713814,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
